hgnc,hgncMatch
EVPLL,ENST00000399134
ALKBH5,ENST00000399138
DCDC2C,
SMTNL1,
MYT1L,ENST00000428368
C14orf182,ENST00000399206
ZSWIM7,ENST00000399277
GPR33,
SMIM11,ENST00000399295
RBM12B,ENST00000399300
QSER1,ENST00000399302
ISPD,
MRPS6,ENST00000399312
HECTD1,ENST00000399332
ZDHHC13,ENST00000446113
C14orf23,
SDR39U1,ENST00000399395
ACSM4,ENST00000399422
COL28A1,ENST00000399429
PHB2,ENST00000535923
MAP3K1,ENST00000399503
PLA2G4E,ENST00000399518
MROH2B,ENST00000399564
PROL1,ENST00000399575
RADIL,ENST00000399583
UBXN2B,ENST00000399598
CDIP1,ENST00000399599
SCIMP,ENST00000574081
ZNF594,ENST00000399604
SRL,ENST00000399609
TSSK2,ENST00000399635
C16orf90,ENST00000437192
KRTAP5-5,ENST00000399676
KRTAP5-4,
KRTAP5-3,ENST00000399685
FAM166B,ENST00000399742
GRXCR1,ENST00000399770
ENHO,ENST00000399775
ROCK1,ENST00000399799
IFITM3,ENST00000399808
C5orf49,ENST00000399810
IFITM2,ENST00000399817
UBE2QL1,ENST00000399816
KCNU1,ENST00000399881
KRTAP13-2,ENST00000399889
C14orf164,ENST00000399910
CEP19,ENST00000409690
NPRL3,
DDX3X,ENST00000399959
MTRNR2L4,ENST00000399974
CHD8,ENST00000399982
MAGEB16,ENST00000399989
KIAA1456,ENST00000524591
ZNF705G,ENST00000400156
DEFB130,ENST00000400079
ZNF705D,ENST00000400085
TUBA3C,ENST00000400113
ZNF705B,ENST00000443676
MYL5,ENST00000400159
COLEC12,ENST00000400256
SLITRK6,ENST00000400286
SFI1,ENST00000400288
PCBP3,ENST00000400314
SGSM1,ENST00000400359
KRTAP10-12,ENST00000400365
KRTAP10-6,ENST00000400368
KRTAP10-5,ENST00000400372
KRTAP10-4,ENST00000400374
KRTAP10-1,ENST00000400375
MAPK4,ENST00000400384
SERPINE3,ENST00000521255
DLEU7,ENST00000400393
SKOR2,ENST00000400404
SIAH3,ENST00000400405
SMIM2,ENST00000400419
UMODL1,ENST00000408989
DSCAM,ENST00000400454
MORC3,ENST00000400485
EFCAB8,
DEFB116,ENST00000400549
DEFB115,ENST00000400552
RBM11,ENST00000400577
GAB4,ENST00000400588
C9orf152,ENST00000400613
C20orf202,ENST00000400633
KLHDC7A,ENST00000400664
HMX1,ENST00000400677
GCGR,ENST00000400723
ZG16,ENST00000400752
HSF1,ENST00000528838
GFRA2,ENST00000524240
CCNL2,ENST00000400809
FAM72D,ENST00000400889
MASP2,ENST00000400897
APITD1-CORT,ENST00000400900
SLC2A7,ENST00000400906
MMACHC,ENST00000401061
TTC34,ENST00000401095
MMD2,ENST00000404774
CLHC1,ENST00000401408
AGR2,ENST00000419304
GAREML,ENST00000401533
XPO1,ENST00000401558
CHCHD10,ENST00000484558
HDAC9,ENST00000441542
GGT2,
LHFPL3,
FAM49B,ENST00000519824
SEC14L6,ENST00000402034
PARG,
KCTD17,ENST00000402077
RNASEK,ENST00000548577
THAP4,ENST00000407315
TCL1A,ENST00000402399
KIAA1210,ENST00000402510
EFTUD2,ENST00000426333
RASGRP3,ENST00000403687
SAR1B,ENST00000402673
CPE,ENST00000402744
SYCE3,ENST00000406915
LRP5L,ENST00000402859
FRMD5,ENST00000417257
ELFN2,ENST00000402918
GABRR2,ENST00000402938
C22orf46,ENST00000402966
OR6B2,ENST00000402971
IGSF23,ENST00000402988
PHF14,ENST00000403050
POU6F2,ENST00000403058
CLDN5,ENST00000406028
INO80D,ENST00000403263
ZGLP1,ENST00000403903
MYH8,ENST00000403437
C16orf86,ENST00000403458
TENM2,
FAM104A,ENST00000405159
HNRNPUL2-BSCL2,
GTF2A1L,ENST00000403751
KIF13B,ENST00000524189
GPR61,ENST00000527748
HOXD12,ENST00000406506
LIPK,ENST00000404190
HYOU1,ENST00000404233
LINGO3,ENST00000585527
ARHGAP35,ENST00000404338
ACY1,ENST00000404366
STEAP1B,ENST00000404369
LIPN,ENST00000404459
GAGE2D,ENST00000404720
LIPM,ENST00000404743
DMRTA2,ENST00000404795
ZNF792,ENST00000404801
MBD5,ENST00000407073
GGTLC3,
GATSL3,ENST00000407689
PAPOLB,
MTA3,ENST00000407270
CEACAM16,ENST00000587331
GPR98,ENST00000405460
PPP1R3G,ENST00000405617
TMEM196,ENST00000405764
TDRD15,
NXPH1,ENST00000405863
TFIP11,ENST00000407690
PSG7,
MEX3C,ENST00000406189
GDPD3,ENST00000406256
FAM58A,
AAK1,ENST00000409085
SMCR8,ENST00000406438
RMDN1,ENST00000406452
RPA3-AS1,
HYPK,ENST00000406925
CHKB,ENST00000406938
TENM3,ENST00000511685
NLK,ENST00000407008
IFI30,ENST00000407280
GPR1,ENST00000407325
HIC2,ENST00000443632
MATN3,ENST00000407540
CCDC85A,ENST00000407595
GAGE10,ENST00000407599
FAM228B,
AQP12B,ENST00000407834
PRDM6,ENST00000407847
LPAR2,ENST00000542587
RNF43,ENST00000584437
APOBEC3G,ENST00000407997
C16orf3,ENST00000408886
C12orf61,ENST00000408887
POM121L12,ENST00000408890
OR3A2,ENST00000408891
C1orf229,ENST00000408893
C3orf36,ENST00000408895
OR1C1,ENST00000408896
OR2A25,ENST00000408898
OR2A14,ENST00000408899
OR2A5,ENST00000408906
PSMB11,ENST00000408907
TAS2R41,ENST00000408916
OR52B4,ENST00000408920
OR6B1,ENST00000408922
RGS14,ENST00000408923
C6orf226,ENST00000408925
XKR9,ENST00000408926
EBF2,ENST00000520164
HEPN1,ENST00000408930
TBX20,ENST00000408931
PRR21,ENST00000408934
OR4E2,ENST00000408935
FAM200A,ENST00000449309
TTC30B,ENST00000408939
HMSD,ENST00000408945
TAS2R40,ENST00000408947
OR2A12,ENST00000408949
OR2A1,ENST00000408951
C5orf54,ENST00000408953
OR2F2,ENST00000408955
TIGD1,ENST00000408957
ARIH2OS,ENST00000408959
TMEM14E,ENST00000408960
C2orf16,ENST00000408964
CEBPD,ENST00000408965
C5orf55,ENST00000408966
TMEM257,ENST00000408967
LCNL1,ENST00000408973
OR2A2,ENST00000408979
C7orf65,ENST00000408988
C19orf73,ENST00000408991
TICAM2,ENST00000408996
DNAH10,ENST00000409039
ANKRD61,ENST00000409061
FAM183B,
SNX13,ENST00000428135
FAM211A,ENST00000470794
LRRTM4,ENST00000409093
SAG,ENST00000409110
ALDH7A1,ENST00000409134
RPL36A-HNRNPH2,
TMEM182,ENST00000412401
C10orf55,ENST00000409178
PCDH20,ENST00000409186
FAM131B,ENST00000443739
FAM185A,ENST00000413034
C19orf24,ENST00000409293
BTBD19,
ADRA2B,ENST00000409345
DCDC2B,ENST00000409358
TONSL,ENST00000409379
C16orf11,ENST00000409413
PTGES3L,ENST00000409446
LINC01118,
C2orf78,ENST00000409561
POTEJ,ENST00000409602
C7orf34,ENST00000409607
MYO7A,ENST00000409709
ANP32A,ENST00000465139
SLC35E1,ENST00000595753
APOL6,ENST00000409652
NOTUM,ENST00000409678
PSMD14,ENST00000409682
SAPCD2,ENST00000409687
PSTPIP2,ENST00000409746
TBC1D14,ENST00000409757
FAM126A,ENST00000432176
KCMF1,ENST00000409785
LINC01124,
POTEG,ENST00000409832
SCN7A,ENST00000409855
ERICH2,
TBC1D10B,ENST00000409939
C7orf71,ENST00000409974
C5orf52,ENST00000409999
C21orf140,ENST00000410005
CD207,
RAB6C,ENST00000410061
RIMKLA,ENST00000431473
HJURP,ENST00000411486
HLA-DQB2,ENST00000411527
KRTAP9-3,ENST00000411528
ZNF142,ENST00000411696
APBA2,ENST00000558402
FAM25E,
DBNL,ENST00000468694
ZNF713,ENST00000429591
CPSF3L,ENST00000540437
ABCA13,ENST00000435803
KRTAP5-2,ENST00000412090
GPX5,ENST00000412168
C17orf72,ENST00000425164
LYRM2,ENST00000523377
RBM14-RBM4,ENST00000412278
FAM156B,ENST00000412319
ICAM2,ENST00000412356
SLC35G6,ENST00000412468
SLC1A5,ENST00000542575
ZFHX2,ENST00000419474
HLA-B,ENST00000412585
ORM2,ENST00000431067
DAZAP2,ENST00000549555
PIGZ,ENST00000412723
PPP6R1,ENST00000412770
GABARAPL3,
PWP1,ENST00000412830
C9orf147,
ZNF286A,ENST00000413242
PRR23C,ENST00000413199
CKMT1A,ENST00000413453
GALNT4,ENST00000529983
TMEM210,ENST00000413619
ZBED5,
IFNA17,ENST00000413767
DENND6B,ENST00000413817
ATP5J2-PTCD1,ENST00000413834
IFNL3,ENST00000413851
HLA-DMB,ENST00000418107
EBP,ENST00000495186
SPRN,ENST00000541506
MROH7-TTC4,
SMIM19,ENST00000438528
PPP5D1,
HHLA1,
AMY2A,ENST00000414303
ZNF674,ENST00000523374
NBEAL1,ENST00000449802
DPY19L4,ENST00000414645
CEP170B,ENST00000414716
NAALADL2,ENST00000454872
IGHD4-4,
GOLGA8O,ENST00000509311
NME6,ENST00000421967
GDI1,ENST00000447750
ADAM8,ENST00000445355
CCDC153,ENST00000503566
FAM133B,ENST00000445716
CCDC163P,
NBPF4,ENST00000415641
SAPCD1,ENST00000415669
GAGE12I,ENST00000415752
IFI35,ENST00000438323
EZH1,ENST00000428826
RBFOX3,ENST00000415831
NPIPB5,ENST00000424340
SLFN14,ENST00000415846
PLCD4,ENST00000450993
ZNF322,ENST00000415922
KRTAP25-1,ENST00000416044
BAHD1,ENST00000416165
VWA3B,ENST00000477737
FAM19A2,ENST00000416284
DCLK3,ENST00000416516
KIRREL3,ENST00000525144
TRIM26,ENST00000454678
FTCDNL1,
HLA-DPB1,ENST00000418931
ITIH3,ENST00000449956
ZNF740,ENST00000416904
C6orf183,
DOCK4,ENST00000437633
RBM18,ENST00000417201
RGS21,ENST00000417209
CRY2,ENST00000443527
SMIM12,ENST00000521580
IGKV3D-15,
CTXN2,ENST00000417307
FASTKD1,ENST00000453153
PPIL6,ENST00000440797
COMMD3-BMI1,ENST00000602390
TRIM48,ENST00000417545
SRRM5,ENST00000607544
NECAB1,ENST00000417640
IK,ENST00000417647
HLA-DPA1,ENST00000419277
NBPF16,ENST00000417839
USP17L10,ENST00000417945
TRBV30,
ZNF90,ENST00000418063
ZNF724P,
RHOA,ENST00000418115
IZUMO3,ENST00000604921
TMEM64,ENST00000458549
ISY1-RAB43,ENST00000418265
OR6V1,ENST00000418316
PTPRJ,ENST00000418331
LTA,ENST00000454783
C9orf69,ENST00000418388
TCEB3,ENST00000418390
MAP10,ENST00000418460
RPL17,ENST00000418495
CLEC5A,ENST00000546910
TMEM253,ENST00000418511
C1orf228,ENST00000458657
OR4A8P,
ZBTB22,ENST00000431845
PRR12,ENST00000418929
CYP21A2,ENST00000418967
PTRH1,ENST00000419060
ZNF732,ENST00000419098
C14orf144,
TMPRSS7,ENST00000419127
TMSB15B,ENST00000436583
NPIPB3,
APOC4,ENST00000419266
PPIAL4G,ENST00000419275
ZNF799,ENST00000430385
HTATIP2,ENST00000419348
GPX1,ENST00000419783
CCDC173,ENST00000447353
SMYD1,ENST00000419482
SYS1-DBNDD2,
STK3,ENST00000523601
PPAPDC1B,ENST00000424479
ANHX,ENST00000545940
PILRB,ENST00000610247
UBE2W,ENST00000419880
ADM5,ENST00000420022
ASAH2C,
NOL7,ENST00000451315
CDRT15,ENST00000420162
C1orf226,ENST00000426197
PLEKHA2,
TSPYL4,ENST00000420283
DNAH1,ENST00000420323
AKR7L,
CXorf28,
TMEM50B,ENST00000542230
RNF182,ENST00000488300
TMEM200B,ENST00000420504
GSPT1,ENST00000434724
LMOD3,ENST00000420581
RPL37A,ENST00000491306
ZNF716,ENST00000420713
SBK3,
TRIM49D1,ENST00000530311
EFHC2,ENST00000420999
PLEKHM1,ENST00000430334
ZNF284,ENST00000421176
FAM197Y1,
C14orf132,
ZNF578,ENST00000421239
GOLGA6B,ENST00000421285
USP17L13,ENST00000429667
MICA,ENST00000449934
PERP,ENST00000421351
ANKRD34C,ENST00000421388
FBXL2,ENST00000484457
PABPC4L,
TDRD12,ENST00000421545
SLCO1B7,ENST00000421593
PPT2-EGFL8,
DLGAP2,ENST00000421627
MUC6,ENST00000421673
GOLGA2,ENST00000421699
IFNA4,ENST00000421715
BIRC6,ENST00000421745
MRVI1,ENST00000423302
ZNF697,ENST00000421812
CTU1,ENST00000421832
IGKV3OR2-268,
LAMA2,ENST00000421865
DDN,ENST00000421952
ATP6V0E2,ENST00000421974
CMSS1,ENST00000421999
DIO2,ENST00000555750
OTUB1,ENST00000538426
CLEC2L,ENST00000422142
TRBV29-1,
CCL3L1,ENST00000422211
PPP2R2D,
LINC01119,
EBLN1,ENST00000422359
FAM96B,ENST00000422424
CNBP,ENST00000441626
GOLGA6L4,
BTBD18,ENST00000422652
C1orf233,ENST00000422725
FAM200B,ENST00000422728
NKX1-1,
ITK,ENST00000422843
IRGQ,ENST00000422989
THSD7A,ENST00000423059
DIRC3,
SPATA3,ENST00000452881
PRAMEF26,
PRSS45,ENST00000442359
KIAA0040,
SPC24,ENST00000592540
SHISA9,ENST00000424107
COX6A1P2,
C10orf131,ENST00000423344
ACTBL2,ENST00000423391
C1orf210,ENST00000523677
TOP2A,ENST00000423485
IL10,ENST00000423557
MXD3,ENST00000439742
TSPY1,ENST00000451548
PRAP1,ENST00000433452
ATF5,ENST00000423777
KY,ENST00000423778
ZNF302,ENST00000505242
RNPC3,ENST00000533099
CHD7,ENST00000423902
OR10J1,ENST00000423932
AKR1B15,ENST00000457545
EIF2B1,ENST00000424014
DCTN4,ENST00000446090
OR13C7P,
ANTXRL,ENST00000447511
ELFN1,ENST00000424383
NHLRC4,ENST00000424439
TMEM100,ENST00000575734
C2orf15,ENST00000512183
SLC9A3R2,ENST00000424542
TSPY3,ENST00000457222
RBMXL3,ENST00000424776
FAM196A,ENST00000522781
FAM71E2,
CNKSR3,ENST00000607772
AGAP8,ENST00000425119
C19orf81,ENST00000425202
CFB,ENST00000425368
ELOVL7,ENST00000508821
C4B,ENST00000435363
TSTA3,ENST00000425753
CDK3,ENST00000425876
RGL2,ENST00000497454
TMEM185B,ENST00000426077
SIGLEC11,ENST00000447370
TRBV10-2,
GATSL2,ENST00000426327
TRGV2,
TMEM233,ENST00000426426
BIRC8,ENST00000426466
GOLGA8N,ENST00000448387
TAPBP,ENST00000426633
ZNF234,ENST00000426739
RIMBP3,ENST00000426804
OPLAH,
ZNF154,ENST00000512439
LACTBL1,
C2orf74,
FTSJ3,ENST00000427159
CERS1,ENST00000427170
ANKRD65,ENST00000537107
OR5K2,ENST00000427338
GOLGA6L6,ENST00000427390
ZNF737,ENST00000427401
HELZ2,ENST00000467148
AARSD1,ENST00000427569
FAM86A,ENST00000427587
ZNF837,ENST00000427624
IGLV9-49,
C19orf25,ENST00000436106
SLC30A8,ENST00000456015
ATXN1L,ENST00000427980
RPP21,ENST00000433076
ARHGAP11B,ENST00000428041
CASP16,
PRH1,
FAM229A,ENST00000432622
DERA,ENST00000428559
STRC,ENST00000450892
PLCL1,ENST00000428675
FBXO43,ENST00000428847
KIFC1,ENST00000428849
C4A,ENST00000428956
ZNF230,ENST00000429154
OR5AC1,
LTB,ENST00000429299
KIAA0125,
RPL35A,ENST00000464167
TMEM30C,
OR1M1,ENST00000429566
YY2,ENST00000429584
GBE1,ENST00000429644
PRSS42,ENST00000429665
CPNE4,ENST00000512055
TRIM34,ENST00000514226
TMEM232,ENST00000455884
C12orf71,ENST00000429849
TCP11X2,ENST00000453326
NUTM2E,
OST4,ENST00000456793
NPIPB15,
IGKV2D-40,
ZNF625-ZNF20,
UBA52,ENST00000442744
TMPRSS13,ENST00000524993
ZNF788,
IGHD1-7,
SYT16,ENST00000430451
TPSB2,
NBPF1,
CDK12,ENST00000447079
WASF2,ENST00000430629
MROH5,
C10orf40,
LCE6A,ENST00000431011
CNTNAP5,ENST00000431078
DCAF8L2,ENST00000451261
ARHGAP23,ENST00000431231
RLN3,ENST00000431365
C17orf89,ENST00000431388
IGHD4-11,
OR10G8,ENST00000431524
ZNF598,
IRAK4,ENST00000448290
IGHD4-17,
DENND4A,ENST00000443035
C3orf84,ENST00000545770
KBTBD13,ENST00000432196
SPSB2,ENST00000524270
PCED1B,ENST00000546455
C5orf66,ENST00000432382
FAM90A26,
TMPRSS11BNL,
TRIM49C,ENST00000448984
TMEM125,ENST00000432792
TARM1,ENST00000432826
PET117,ENST00000432901
PHC1,ENST00000543824
ERN1,ENST00000433197
CTSO,ENST00000433477
TSPAN19,ENST00000532498
PNLIPRP2,
LSM14A,ENST00000544216
BLOC1S3,ENST00000433642
CHRM4,ENST00000433765
INTS4,ENST00000534064
HSBP1,ENST00000433866
GPATCH8,ENST00000591680
SPINK8,ENST00000434006
ARL17B,ENST00000450673
RIMBP3B,ENST00000434111
PATL2,ENST00000434130
C18orf42,ENST00000434239
FAM231A,ENST00000434336
ANKRD63,
TMEM247,ENST00000434431
TAAR9,
WDR73,ENST00000434634
DLX3,ENST00000434704
IGHV3-43,
DCTN2,ENST00000434715
GOLGA6D,ENST00000434739
PROB1,ENST00000434752
C11orf70,ENST00000434758
ZNF223,ENST00000434772
FAM230A,
RNF148,ENST00000434824
C4orf45,ENST00000434826
C12orf77,ENST00000549828
RFPL4A,ENST00000434937
CT45A4,ENST00000487941
TRDD2,
KIF4B,ENST00000435029
UBE2J1,ENST00000435041
GRID2IP,ENST00000457091
FAM160A1,ENST00000435205
LPAR4,ENST00000435339
CLUH,ENST00000570628
POTEB,ENST00000439682
PRRT4,ENST00000446477
SCN4A,ENST00000435607
EXOSC6,ENST00000435634
OR5G3,
FCHSD1,ENST00000435817
ZNF814,ENST00000435989
ITGB3,ENST00000559488
ROBO1,ENST00000464233
EFCC1,ENST00000480450
YJEFN3,ENST00000514277
VPS52,ENST00000445902
PLEKHF1,ENST00000436066
SFRP4,ENST00000436072
SPDYE2B,ENST00000507450
ZNF852,
MSMP,ENST00000436428
IGKV6D-21,
EGR4,ENST00000545030
ZNF385C,
C8orf56,
C9orf172,ENST00000436881
GATS,ENST00000436886
TRGC2,
TMPRSS4,ENST00000437212
OR5H14,ENST00000437310
IGHD4-23,
ZNF469,ENST00000437464
ANKHD1-EIF4EBP3,ENST00000532219
PRAMEF11,ENST00000535591
TBC1D26,ENST00000437605
C6orf222,ENST00000437635
IQCF3,ENST00000456080
IGFL1,ENST00000437936
POTEB2,ENST00000454856
PLA2G10,ENST00000438167
GRIK4,ENST00000527524
MSANTD1,ENST00000438480
C11orf68,ENST00000438576
TMA7,ENST00000438607
GSKIP,ENST00000556095
PTCHD3,ENST00000438700
C4orf51,ENST00000438731
HLA-DOB,ENST00000438763
TMEM151B,ENST00000451188
NEK1,ENST00000507142
GNA13,ENST00000439174
DHFR,ENST00000439211
GOLGA6L10,ENST00000439287
ZNF844,ENST00000439326
BLOC1S5-TXNDC5,
NPAS1,ENST00000602212
METTL11B,ENST00000439373
C17orf49,ENST00000546495
OR10AC1P,
FGF16,
RPS18,ENST00000439602
CISD3,ENST00000439660
IGHD7-27,
POLD1,ENST00000440232
NAMPTL,
NKX1-2,ENST00000451024
ERVMER34-1,
KRTAP4-16P,
C21orf37,
RNF103-CHMP3,ENST00000604011
C1orf234,ENST00000566855
ULK3,ENST00000440863
RFPL4B,ENST00000441065
RPEL1,ENST00000441178
USP46,ENST00000441222
USP35,ENST00000529308
DCAF8L1,ENST00000441525
PRSS48,ENST00000455694
C9orf53,
FAT1,ENST00000441802
C17orf112,ENST00000441889
GMNC,ENST00000442080
SLC48A1,ENST00000442218
EMX2,ENST00000553456
TBC1D9,ENST00000442267
GAGE12J,ENST00000442437
FBXO32,ENST00000517956
ZNF516,
ZNF146,ENST00000456324
TRGC1,
PLSCR5,ENST00000443512
C12orf75,ENST00000443585
CT47A6,ENST00000443600
HERC1,ENST00000443617
C1orf143,
ZNF506,ENST00000443905
ATPAF2,ENST00000474627
ZNF879,ENST00000444149
CHAC1,ENST00000446533
OR10C1,ENST00000444197
NT5C1B-RDH14,ENST00000532967
C16orf96,ENST00000444310
KRTAP21-3,ENST00000444335
TMEM238,ENST00000444469
SKIDA1,ENST00000449193
TRGV9,
SMIM1,ENST00000444870
C1QTNF5,ENST00000445041
ANKRD66,ENST00000565422
RNF224,ENST00000445101
PATE3,ENST00000445202
ZNF793,ENST00000445217
SCHIP1,ENST00000445224
CLDN9,ENST00000445369
LAPTM4B,ENST00000445593
CCDC124,ENST00000597436
PAPPA-AS1,
TLX1NB,ENST00000445873
PROX2,ENST00000556084
PSMC6,ENST00000445930
KLLN,ENST00000445946
ZNF559-ZNF177,ENST00000541595
MUSTN1,ENST00000446157
CMYA5,ENST00000446378
UGT2B11,ENST00000446444
IQCF5,ENST00000446461
OR4A47,ENST00000446524
C3orf79,ENST00000446603
TAS2R39,ENST00000446620
MOGAT1,ENST00000446656
MANF,ENST00000528157
HIST1H3F,ENST00000446824
MUC5B,ENST00000529681
PROM1,ENST00000510224
ERCC6-PGBD3,ENST00000515869
CCDC155,ENST00000447857
AGAP4,ENST00000448048
CT45A6,ENST00000491002
C5orf60,ENST00000448248
ARSG,ENST00000448504
GGTLC2,ENST00000480559
PHGR1,ENST00000448599
IFNE,ENST00000448696
CLMP,ENST00000448775
TRDD3,
TWIST2,ENST00000448943
SCN10A,ENST00000449082
UBE2F-SCLY,
TNF,ENST00000449264
C17orf105,ENST00000449302
C11orf94,ENST00000449465
IFNA13,ENST00000449498
PRSS56,
B3GNT9,ENST00000449549
EARS2,ENST00000449606
TMEM150C,ENST00000515780
CT62,ENST00000449977
ANAPC7,ENST00000455511
OR52I1,ENST00000530443
IGHD1-20,
EFCAB4A,ENST00000450448
GJE1,
ADCYAP1,ENST00000579794
FANCD2OS,ENST00000450660
GOLGA8I,
KDM4E,ENST00000450979
INMT-FAM188B,
IGHD1-14,
TEX22,ENST00000451127
CYR61,ENST00000451137
B3GALT4,ENST00000451237
TCEB3CL,ENST00000451265
LINC00692,
POTEI,ENST00000451531
GVQW1,
HSBP1L1,ENST00000451882
C21orf54,
PPP1R3E,ENST00000452015
SRSF12,ENST00000452027
IGHD6-25,
SCAND3,ENST00000452236
SBSN,ENST00000452271
NPIPB7,
DYTN,ENST00000452335
TGM7,ENST00000452443
PLA2G4B,ENST00000542534
CLDN25,ENST00000453129
IGKV2D-28,
UNC5C,ENST00000453304
RNF223,ENST00000453464
CHKB-CPT1B,
AGAP9,ENST00000456984
C2CD4D,ENST00000454109
GTSE1,ENST00000454366
ETV3L,ENST00000454449
OVCH2,
IGHD6-6,
PXT1,ENST00000454782
IGHD1-1,
GPR42,
FAM195B,ENST00000576730
RD3L,ENST00000557640
TRBV2,
TMEM229A,ENST00000455783
ASPG,ENST00000551177
SLC22A18AS,ENST00000533594
SPATA31A2,ENST00000456183
LMOD2,ENST00000458573
OR7E24,ENST00000456448
USP17L15,
OR2M3,ENST00000456743
ZNF492,ENST00000456783
TMED7,ENST00000456936
PET100,ENST00000594797
SHISA8,
CAPNS2,ENST00000457326
TMX1,ENST00000457354
PATE4,ENST00000457514
ZNF853,ENST00000457543
UGT2A2,ENST00000457664
ZNF812,ENST00000457674
SARM1,
USP17L11,ENST00000457736
DIEXF,ENST00000491415
ZNF845,ENST00000458035
PGAM4,ENST00000458128
JAK3,ENST00000458235
TP53AIP1,ENST00000531399
ZNF623,ENST00000501748
CCDC159,ENST00000588790
CLSTN2,ENST00000458420
EFCAB10,
PARP14,ENST00000474629
OR2T7,
RNF112,ENST00000461366
IGHJ4,
SMKR1,ENST00000462322
IGKV2D-24,
MEF2BNB,ENST00000462790
PRSS46,ENST00000463091
ABHD14A-ACY1,
IGHJ3,
MT1HL1,ENST00000464121
RAB9A,ENST00000464506
IGKV1-37,
KIAA0408,ENST00000483725
RGAG1,ENST00000465301
CLEC19A,
MGAM,ENST00000549489
PHC3,ENST00000495893
TRBC2,
SRPRB,ENST00000466490
FCGR2C,
MALSU1,ENST00000466681
IGKV2-30,
SPRR2F,ENST00000468739
EIF1,ENST00000469257
KLF6,ENST00000497571
CTAGE6,ENST00000470691
NDUFA6,ENST00000498737
ERVFRD-1,ENST00000472091
MYSM1,ENST00000472487
GABRR3,
LINC01100,
ESRP2,ENST00000473183
COMMD2,ENST00000473414
IGKV2D-30,
SLC25A16,ENST00000609923
MSH5-SAPCD1,
POLR2J2,ENST00000476151
FXYD4,ENST00000476166
RYBP,
FAM19A1,ENST00000478136
TRAC,
ST20,ENST00000478497
SEPHS2,ENST00000500504
DPPA2,ENST00000478945
GPBAR1,ENST00000522678
ST20-MTHFS,ENST00000479961
RGAG4,ENST00000545866
PPP2CA,ENST00000481195
CCL15-CCL14,ENST00000481427
COX7B,ENST00000481445
FSBP,ENST00000481490
ONECUT2,ENST00000491143
RXRA,ENST00000481739
TVP23C-CDRT4,ENST00000522212
C10orf88,ENST00000481909
UGT1A3,ENST00000482026
PEG10,ENST00000482108
KIAA1147,ENST00000536163
IGKV2-28,
RTEL1-TNFRSF6B,
POLE4,ENST00000483063
IGKV3-11,
TREML2,ENST00000483722
RRP1,ENST00000497547
IGKV2-24,
CTAGE4,ENST00000486333
CTAGE8,ENST00000487179
IGHJ5,
CIAO1,ENST00000488633
UHMK1,ENST00000489294
NACAD,ENST00000490531
IGKV2D-29,
IGKV3-20,
TMEM120A,ENST00000493111
RWDD2B,ENST00000493196
OR2A7,ENST00000493325
GSTA2,ENST00000493422
FAM199X,ENST00000493442
CLIC3,ENST00000494426
PTPLAD2,ENST00000495827
MIR3654,
LRRC55,ENST00000497933
L1TD1,ENST00000498273
CEBPA,ENST00000498907
FOXD1,
C14orf64,
PRB1,ENST00000500254
LRPAP1,ENST00000500728
USP51,ENST00000500968
RPL41,ENST00000546591
UBAP1L,ENST00000559089
ARL15,ENST00000504924
TMEM167A,ENST00000502346
BEND4,ENST00000502486
TTC23L,ENST00000505624
ACTN3,
HMGXB3,ENST00000502717
LPHN3,ENST00000514591
MSANTD3-TMEFF1,
C5orf20,ENST00000503143
SPCS3,ENST00000503362
GBA3,
LINC00923,
TMEM158,ENST00000503771
ANKRD50,ENST00000504087
WDR36,ENST00000506538
TIMM8B,ENST00000541231
USP17L18,ENST00000504209
TMEM110-MUSTN1,ENST00000504329
PCP4L1,ENST00000504449
USP17L24,ENST00000504481
USP17L28,ENST00000504543
PTTG2,ENST00000504686
LY75-CD302,ENST00000504764
OR10J4,
EPPIN-WFDC6,ENST00000504988
ATP5L2,ENST00000505920
TDO2,ENST00000536354
SMIM20,ENST00000506197
SMAD5,
SEPP1,ENST00000514985
PRPS1L1,ENST00000506618
USP17L23,
GALNTL6,ENST00000506823
TAS2R50,ENST00000506868
MRPS30,ENST00000507110
USP17L5,ENST00000507227
KCTD16,ENST00000507359
C8orf17,
C7orf73,ENST00000507606
SERINC5,ENST00000512721
LINC01098,
C6orf165,ENST00000507897
C5orf17,
CXCL2,ENST00000508487
USP27X,ENST00000508866
ZNF595,
SEPW1,ENST00000601048
USP17L26,ENST00000509660
MTX3,ENST00000512560
POU5F2,ENST00000510627
ECSCR,
CLRN2,ENST00000511148
CCDC169-SOHLH2,ENST00000511166
USP17L22,ENST00000511280
USP17L17,ENST00000511568
USP17L29,ENST00000511681
THEGL,ENST00000512175
MTRNR2L5,ENST00000512524
GOLGA8K,ENST00000512626
MCIDAS,ENST00000513312
SREK1IP1,ENST00000513458
TRIM39-RPP21,
FAM218A,ENST00000513876
DNAH10OS,
CLDN24,ENST00000541814
OR12D1,
USP17L19,ENST00000515566
ADH1C,
SMIM18,ENST00000517349
YTHDF3,
PCDHGA6,ENST00000517434
C8orf88,ENST00000517562
UBE2V2,ENST00000523111
RALYL,ENST00000517638
FAM159A,ENST00000517870
MYBL1,ENST00000522677
SFTA3,ENST00000518529
PCDHGA5,ENST00000518069
PCDHGA7,ENST00000518325
CNBD1,ENST00000518476
