GENE	synRVIS	synRVIS.centile	synRVIS_RSCU	synRVIS_RSCU.centile	synGERP	synGERP.centile
IL7R	-0.53	0.25	-0.57	0.22	-0.48	0.43
IL8	-0.16	0.62	-0.18	0.58	-0.88	0.58
IL9	-0.22	0.57	-0.24	0.52	-2.84	0.97
IL9R	-0.67	0.16	0.32	0.71	-0.3	0.36
ILDR1	-0.71	0.14	-0.77	0.12	-0.42	0.4
ILDR2	-0.48	0.29	-0.52	0.26	0.3	0.2
ILF2	-0.51	0.27	-0.55	0.24	0.36	0.18
ILF3	-1.37	0.02	-1.49	0.02	-2.22	0.92
ILK	-0.61	0.19	0.38	0.72	1.11	0.08
ILKAP	-0.57	0.22	-0.62	0.19	-0.57	0.46
ILVBL	1.6	0.93	2.18	0.97	-1.87	0.86
IMMP1L	-0.16	0.62	-0.18	0.58	1.93	0.02
IMMP2L	0.95	0.88	-0.31	0.46	-0.83	0.56
IMMT	1.58	0.93	0.08	0.66	-0.79	0.54
IMP3	-0.32	0.46	-0.35	0.41	0.27	0.2
IMP4	-0.39	0.38	0.61	0.8	-1.91	0.87
IMPA1	-0.2	0.59	-0.22	0.54	-0.74	0.52
IMPA2	0.82	0.84	0.59	0.79	-1.82	0.85
IMPACT	-0.37	0.4	-0.41	0.36	-0.4	0.39
IMPAD1	-0.48	0.29	-0.52	0.26	0.19	0.22
IMPDH1	-0.76	0.12	-0.82	0.1	0.06	0.25
IMPDH2	-0.71	0.14	-0.77	0.12	-0.79	0.54
IMPG1	-0.84	0.1	-0.91	0.08	-0.92	0.59
IMPG2	-0.14	0.64	-1.49	0.02	0.91	0.1
INA	0.89	0.86	0.66	0.82	0.82	0.11
INADL	5.57	1	0.08	0.66	-1.58	0.8
INCA1	-0.26	0.53	0.76	0.85	0.55	0.15
INCENP	1.34	0.92	1.9	0.96	-1.69	0.83
INF2	2.35	0.97	2.71	0.98	-1.68	0.82
ING1	-0.57	0.22	-0.62	0.19	-1.34	0.73
ING2	-0.31	0.47	-0.34	0.43	0.87	0.1
ING3	-0.57	0.22	-0.62	0.19	-0.53	0.44
ING4	-0.27	0.51	0.75	0.84	1.62	0.04
ING5	-0.4	0.37	0.61	0.8	-3.03	0.98
INHA	-0.66	0.16	-0.72	0.14	-1.59	0.8
INHBA	-0.68	0.15	-0.74	0.13	-0.55	0.45
INHBB	0.77	0.83	1.58	0.94	0.41	0.18
INHBC	-0.42	0.35	-0.46	0.32	-0.2	0.33
INHBE	-0.52	0.26	-0.57	0.23	-0.04	0.28
INIP	-0.13	0.65	-0.15	0.61	-0.21	0.33
INMT	0.79	0.83	0.56	0.78	-2.13	0.91
INO80	-1.9	0.01	-2.05	0.01	1.27	0.06
INO80B	-0.4	0.37	-0.44	0.33	-1.41	0.75
INO80C	-0.24	0.55	-0.26	0.51	-0.79	0.54
INO80D	1.26	0.91	-0.26	0.51	1.21	0.07
INO80E	-0.24	0.55	-0.27	0.5	0.29	0.2
INPP1	2.07	0.96	0.6	0.8	-2.53	0.95
INPP4A	1.44	0.92	-1.12	0.05	-0.37	0.38
INPP4B	-1.03	0.06	-1.12	0.05	-0.7	0.51
INPP5A	0.62	0.78	0.37	0.72	-1.88	0.87
INPP5B	0.34	0.72	1.12	0.89	-0.74	0.52
INPP5E	-0.69	0.15	0.3	0.7	-2.03	0.89
INPP5F	0.02	0.68	-1.32	0.03	-0.83	0.56
INPP5J	0.64	0.78	-0.64	0.18	-0.77	0.53
INPP5K	-0.64	0.17	-0.69	0.15	0.06	0.25
INPPL1	-1.68	0.01	0.27	0.69	-0.15	0.31
INS	-0.09	0.67	-0.1	0.63	-0.68	0.5
INS-IGF2	-0.34	0.44	-0.37	0.4	-0.63	0.48
INSC	0.46	0.74	0.21	0.68	-0.57	0.46
INSIG1	-0.22	0.57	-0.24	0.52	-2.77	0.97
INSIG2	-0.29	0.49	-0.32	0.45	0.96	0.09
INSL4	-0.24	0.55	1.83	0.96	-0.64	0.48
INSL5	-0.18	0.61	-0.2	0.56	-2.77	0.97
INSL6	0.85	0.85	-0.42	0.35	-0.54	0.45
INSM1	-0.18	0.61	-0.2	0.56	-0.02	0.27
INSM2	-0.59	0.21	-0.64	0.18	-1.01	0.62
INSR	5.4	1	3.03	0.99	-2.52	0.95
INSRR	-1.75	0.01	-1.89	0.01	-0.44	0.41
INTS1	-1.46	0.02	0.22	0.68	-1.86	0.86
INTS10	0.37	0.72	-0.94	0.08	-2.02	0.89
INTS12	-0.57	0.22	1.47	0.92	-1.45	0.76
INTS2	0.3	0.71	-1.02	0.06	1.18	0.07
INTS3	-1.26	0.03	-1.36	0.03	-0.15	0.31
INTS4	-0.95	0.07	0.01	0.65	0.18	0.22
INTS5	-1.45	0.02	-1.57	0.02	0.18	0.22
INTS6	-0.99	0.06	-1.07	0.05	1.98	0.02
INTS7	-0.98	0.06	-1.06	0.06	-1.3	0.72
INTS8	-1	0.06	-0.04	0.64	0.6	0.14
INTS9	-0.91	0.08	-0.99	0.07	-1.46	0.77
INTU	1.48	0.92	-1.07	0.05	-1.04	0.63
INVS	-1.18	0.04	-1.27	0.03	-0.29	0.36
IP6K1	-0.64	0.17	0.35	0.72	0.62	0.14
IP6K2	0.72	0.81	0.48	0.76	-0.38	0.39
IP6K3	-0.69	0.15	1.34	0.91	-1.53	0.79
IPCEF1	-0.51	0.26	-0.56	0.23	-1.67	0.82
IPMK	-0.52	0.26	-0.57	0.23	1.1	0.08
IPO11	0.27	0.71	-1.05	0.06	0.78	0.12
IPO13	0.07	0.69	1.88	0.96	1.22	0.07
IPO4	0.13	0.69	-0.15	0.6	-0.73	0.52
IPO5	-1.29	0.03	-1.39	0.02	-0.88	0.58
IPO7	-1.06	0.05	-0.11	0.63	1.33	0.06
IPO8	-1.12	0.04	-0.16	0.59	-2.05	0.9
IPO9	-1.09	0.05	-1.18	0.04	-0.94	0.6
IPP	-0.75	0.12	-0.82	0.11	0.97	0.09
IPPK	-0.67	0.16	-0.72	0.14	-1.45	0.76
IQCA1	1.67	0.93	1.22	0.9	-3.3	0.99
IQCB1	-0.62	0.19	-0.67	0.16	1.52	0.04
IQCC	-0.64	0.17	-0.69	0.15	-0.15	0.31
IQCD	-0.47	0.3	-0.51	0.27	-1.25	0.7
IQCE	1.44	0.92	0.97	0.88	-2.78	0.97
IQCF1	-0.26	0.53	-0.28	0.49	-1.68	0.82
IQCF2	-0.24	0.55	-0.27	0.5	-1.63	0.81
IQCF3	-0.15	0.64	-0.17	0.59	-2.61	0.96
IQCG	0.67	0.79	-0.62	0.19	-1.69	0.83
IQCH	0.26	0.71	-1.06	0.06	-0.38	0.39
IQCJ	-0.12	0.66	-0.13	0.62	-0.8	0.55
IQCJ-SCHIP1	-0.33	0.45	-0.36	0.41	0.03	0.26
IQCK	1.01	0.89	0.8	0.86	-1.59	0.8
IQGAP1	-1.91	0.01	-1.02	0.06	-1.27	0.71
IQGAP2	-1.63	0.01	1.38	0.91	-2.22	0.92
IQGAP3	-0.54	0.24	-0.88	0.09	-0.66	0.49
IQSEC1	-1.54	0.02	-1.66	0.01	-1.22	0.69
IQSEC2	-0.65	0.17	-0.7	0.15	1	0.09
IQSEC3	-1.04	0.05	-1.13	0.05	-0.12	0.3
IQUB	0.42	0.73	2.25	0.97	-0.51	0.44
IRAK1	0.75	0.82	-0.53	0.25	-1.41	0.75
IRAK1BP1	-0.28	0.51	-0.3	0.46	-0.36	0.38
IRAK2	-0.84	0.09	0.13	0.67	-1.99	0.89
IRAK3	-0.59	0.21	-0.64	0.18	-1.12	0.66
IRAK4	-0.48	0.29	-0.52	0.26	-0.45	0.41
IREB2	-1	0.06	-1.09	0.05	-0.37	0.39
IRF1	-0.41	0.36	0.6	0.8	-0.6	0.47
IRF2	-0.47	0.3	-0.51	0.27	-0.33	0.37
IRF2BP1	1.78	0.94	1.34	0.91	-1.59	0.8
IRF2BP2	0.63	0.78	1.43	0.92	0.26	0.2
IRF2BPL	0.07	0.69	-0.21	0.55	-0.21	0.33
IRF3	-0.51	0.27	-0.55	0.24	-0.42	0.4
IRF4	-0.62	0.19	0.37	0.72	-1.52	0.78
IRF5	-0.57	0.22	-0.62	0.19	-0.86	0.57
IRF6	-0.55	0.23	-0.6	0.2	0.27	0.2
IRF7	0.74	0.82	0.51	0.77	-2.01	0.89
IRF8	0.7	0.8	2.55	0.98	-1.46	0.77
IRF9	0.8	0.84	0.57	0.79	-0.88	0.57
IRGC	1.6	0.93	2.18	0.97	-2.87	0.97
IRGQ	0.61	0.77	0.36	0.72	-2.69	0.96
IRS1	2.1	0.96	1.39	0.92	-1.3	0.72
IRS2	-0.6	0.2	-0.65	0.17	-1.21	0.69
IRS4	-1.37	0.02	-1.49	0.02	-0.33	0.37
IRX1	-0.69	0.15	-0.74	0.13	-0.76	0.53
IRX2	-0.52	0.26	-0.57	0.23	-0.08	0.29
IRX3	-0.31	0.47	-0.34	0.43	-0.49	0.43
IRX4	-0.25	0.54	-0.27	0.5	-0.98	0.61
IRX5	-0.61	0.19	-0.67	0.17	0.05	0.25
IRX6	0.53	0.75	0.28	0.7	-1.58	0.8
ISCA1	1.09	0.9	-0.16	0.6	1.12	0.08
ISCA2	-0.23	0.56	-0.25	0.52	0.17	0.22
ISCU	-0.24	0.55	-0.26	0.51	-2.4	0.94
ISG15	-0.34	0.44	0.68	0.82	-1.41	0.75
ISG20	0.85	0.85	0.62	0.81	-1.92	0.87
ISG20L2	-0.51	0.27	-0.55	0.24	-0.79	0.54
ISL1	0.7	0.8	0.46	0.75	1.61	0.04
ISL2	-0.24	0.55	-0.26	0.51	0.45	0.17
ISLR	0.54	0.76	0.29	0.7	-1.82	0.85
ISLR2	-1.11	0.04	-1.2	0.04	-1.5	0.78
ISM1	0.71	0.81	0.47	0.75	-0.5	0.43
ISM2	0.66	0.79	0.42	0.74	-0.8	0.55
ISOC1	-0.38	0.39	-0.42	0.35	-0.19	0.32
ISOC2	-0.32	0.46	0.7	0.83	-1.52	0.79
IST1	-0.45	0.32	0.55	0.78	1.07	0.08
ISX	-0.36	0.42	-0.39	0.38	-2.7	0.96
ISY1-RAB43	-0.2	0.59	-0.22	0.54	-0.18	0.32
ISYNA1	1.77	0.94	1.32	0.91	-2.17	0.91
ITCH	-1.08	0.05	-1.17	0.04	1.24	0.07
ITFG1	-0.58	0.21	-0.63	0.18	0.15	0.23
ITFG2	0.72	0.81	-0.56	0.23	-1.35	0.73
ITFG3	0.35	0.72	0.09	0.66	-2.58	0.95
ITGA1	-0.01	0.68	-1.35	0.03	-0.99	0.61
ITGA10	-1.27	0.03	-1.37	0.03	-0.34	0.37
ITGA11	4.71	1	4.68	1	-1.02	0.63
ITGA2	4.87	1	1.7	0.95	-1.51	0.78
ITGA2B	-1.08	0.05	-1.17	0.04	-0.92	0.59
ITGA3	0.14	0.69	0.9	0.87	-0.22	0.34
ITGA4	0.12	0.69	-1.21	0.04	-0.98	0.61
ITGA5	-1.17	0.04	-0.22	0.55	-0.22	0.34
ITGA6	-1.1	0.05	-1.19	0.04	-0.76	0.53
ITGA7	-1.22	0.03	-1.32	0.03	-0.3	0.36
ITGA8	-1.15	0.04	-1.24	0.03	-1.52	0.78
ITGA9	1.13	0.91	0.63	0.81	-1.42	0.76
ITGAD	-1.53	0.02	-1.65	0.01	-0.92	0.59
ITGAE	-0.14	0.64	-1.49	0.02	-0.68	0.5
ITGAL	1.13	0.91	0.64	0.81	-1.35	0.73
ITGAM	1.27	0.91	-0.26	0.51	-1.59	0.8
ITGAV	-1.13	0.04	-1.22	0.04	-1.18	0.68
ITGAX	-0.37	0.4	0.35	0.72	-1.23	0.69
ITGB1	0.27	0.71	-0.01	0.64	-1.92	0.87
ITGB1BP1	-0.3	0.49	-0.32	0.44	-2.56	0.95
ITGB1BP2	-0.25	0.54	-0.27	0.5	1.87	0.03
ITGB2	3.55	0.99	2.67	0.98	-1.62	0.81
ITGB3	0.27	0.71	-1.05	0.06	0.12	0.23
ITGB3BP	-0.15	0.64	-0.17	0.59	0.77	0.12
ITGB4	-2.7	0	-2.92	0	-0.84	0.56
ITGB5	1.4	0.92	3.01	0.99	-1.07	0.64
ITGB6	0.27	0.71	1.05	0.89	-0.35	0.38
ITGB7	-1.06	0.05	-1.14	0.05	-0.4	0.4
ITGB8	0.35	0.72	0.09	0.66	-0.14	0.31
ITGBL1	-0.5	0.28	0.5	0.76	-1.39	0.74
ITIH1	2.59	0.98	1.93	0.96	-0.7	0.51
ITIH2	0.03	0.68	-0.26	0.51	-2.66	0.96
ITIH3	-1.04	0.05	2	0.96	-0.52	0.44
ITIH4	2.46	0.97	1.78	0.95	-1.15	0.67
ITIH6	-1.25	0.03	-1.36	0.03	-0.09	0.3
ITK	-0.9	0.08	-0.98	0.07	-0.72	0.51
ITLN1	0.7	0.8	1.5	0.93	-0.75	0.53
ITLN2	0.81	0.84	0.58	0.79	-1.28	0.71
ITM2A	1	0.89	0.79	0.85	0.05	0.25
ITM2B	-0.21	0.58	0.81	0.86	0.55	0.15
ITM2C	3.3	0.99	2.69	0.98	-0.14	0.31
ITPA	2.14	0.97	1.72	0.95	-1.69	0.83
ITPK1	1.86	0.95	0.38	0.72	-0.56	0.45
ITPKA	-0.38	0.39	-0.42	0.35	-0.12	0.3
ITPKB	-0.02	0.68	1.77	0.95	-0.88	0.58
ITPKC	0.43	0.73	0.16	0.67	-0.5	0.43
ITPR1	-0.98	0.06	-1.64	0.01	-1.98	0.88
ITPR2	0.82	0.84	3.14	0.99	-2.05	0.9
ITPR3	1.58	0.93	5.77	1	0.17	0.22
ITPRIP	0.26	0.71	-0.01	0.64	-1.2	0.68
ITPRIPL1	-0.63	0.18	-0.69	0.15	-0.28	0.35
ITPRIPL2	0.59	0.77	0.34	0.71	-0.99	0.61
ITSN1	-1.95	0.01	-1.06	0.06	-1.35	0.73
ITSN2	-1.73	0.01	1.26	0.9	-0.14	0.31
IVD	-0.57	0.22	0.42	0.74	-0.36	0.38
IVL	-0.34	0.43	-0.37	0.39	-1.61	0.81
IVNS1ABP	-0.62	0.19	-0.67	0.16	1.18	0.07
IWS1	-0.83	0.1	-0.9	0.08	-0.96	0.61
IYD	-0.26	0.52	-0.29	0.48	-1.1	0.65
IZUMO1	0.81	0.84	-0.47	0.31	-2.56	0.95
IZUMO2	0.94	0.88	0.72	0.84	-1.17	0.67
IZUMO4	-0.36	0.41	-0.39	0.37	-0.71	0.51
JADE1	-0.99	0.06	-1.07	0.05	-0.69	0.5
JADE2	-1.21	0.03	-1.31	0.03	-1.03	0.63
JADE3	-0.59	0.2	-0.64	0.18	0.22	0.21
JAG1	4.58	1	3.49	0.99	-0.92	0.59
JAG2	1.05	0.9	0.55	0.78	-0.92	0.59
JAGN1	-0.3	0.49	-0.32	0.44	0.8	0.11
JAK1	2.15	0.97	3.54	0.99	-1.11	0.66
JAK2	0.09	0.69	-0.2	0.57	1.05	0.08
JAK3	0.23	0.7	-0.05	0.64	-1.91	0.87
JAKMIP1	-1	0.06	-0.04	0.64	-0.59	0.46
JAKMIP2	0.23	0.7	2.04	0.96	0.43	0.17
JAKMIP3	0.31	0.71	1.08	0.89	-1.26	0.71
JAM2	-0.29	0.49	1.77	0.95	-0.56	0.45
JAM3	-0.52	0.26	-0.57	0.23	-1.9	0.87
JARID2	-0.61	0.19	-0.95	0.07	1.36	0.05
JAZF1	-0.36	0.41	-0.39	0.37	0.4	0.18
JDP2	-0.29	0.49	-0.32	0.45	-0.57	0.46
JKAMP	-0.35	0.43	-0.38	0.39	-1.49	0.77
JMJD1C	-2.95	0	-3.19	0	1.57	0.04
JMJD4	0.62	0.78	1.42	0.92	-2.14	0.91
JMJD6	-0.53	0.25	-0.58	0.22	-1.59	0.8
JMJD7	-0.18	0.61	-0.2	0.57	-1.1	0.65
JMJD8	-0.26	0.53	-0.28	0.49	-1.7	0.83
JMY	1.56	0.93	0.06	0.65	-0.86	0.57
JOSD1	-0.4	0.37	-0.44	0.33	0.98	0.09
JOSD2	-0.24	0.55	-0.27	0.5	-0.41	0.4
JPH1	0.54	0.76	0.29	0.7	0.25	0.2
JPH2	0.66	0.79	1.46	0.92	-0.36	0.38
JPH3	1.37	0.92	2.98	0.99	-0.12	0.3
JPH4	-0.34	0.43	-0.37	0.39	0.82	0.11
JRKL	-0.45	0.32	-0.49	0.29	-2.24	0.92
JSRP1	-0.37	0.4	-0.41	0.36	-2.35	0.93
JTB	-0.29	0.49	-0.32	0.45	-0.09	0.3
JUN	0.77	0.83	0.54	0.77	1.3	0.06
JUNB	-0.22	0.57	-0.24	0.52	-0.4	0.39
JUND	-0.26	0.52	-0.29	0.48	-0.8	0.55
JUP	0.09	0.69	-0.19	0.57	-0.71	0.51
KAAG1	-0.1	0.67	-0.12	0.62	0.83	0.11
KAL1	0.69	0.8	0.45	0.75	-2.7	0.96
KALRN	4.01	0.99	4.97	1	0.78	0.12
KANK1	-1.08	0.05	-0.41	0.36	-2	0.89
KANK2	-1.35	0.02	-1.46	0.02	-2.51	0.95
KANK3	0.67	0.79	2.52	0.98	-1.98	0.88
KANK4	0	0.68	3.89	0.99	-1.98	0.89
KANSL1	-0.08	0.67	-0.38	0.38	1.32	0.06
KANSL1L	-1.14	0.04	-1.24	0.04	1.83	0.03
KANSL2	-0.43	0.34	-0.47	0.31	0.91	0.1
KANSL3	0.55	0.76	0.3	0.7	-0.24	0.34
KARS	-0.73	0.13	-0.79	0.12	-0.15	0.31
KAT2A	0.27	0.71	-0.01	0.64	-0.6	0.47
KAT2B	0.32	0.71	-0.99	0.07	-0.29	0.36
KAT5	-0.84	0.1	-0.91	0.08	0.26	0.2
KAT6A	0.28	0.71	-2.37	0	-0.32	0.37
KAT6B	-2.33	0	-2.52	0	1.52	0.04
KAT7	0.48	0.74	0.22	0.68	0.6	0.14
KAT8	-0.63	0.18	-0.68	0.16	-0.77	0.53
KATNA1	0.64	0.78	0.4	0.73	0.13	0.23
KATNAL1	-0.53	0.25	0.47	0.75	-3.34	0.99
KATNAL2	-0.64	0.17	0.35	0.72	-0.18	0.32
KATNB1	1.56	0.93	3.18	0.99	-1.01	0.62
KATNBL1	-0.22	0.57	-0.24	0.52	2.39	0.01
KAZALD1	-0.3	0.48	-0.33	0.44	-0.45	0.41
KAZN	-0.85	0.09	-0.92	0.08	0.17	0.22
KBTBD11	-0.09	0.67	-0.1	0.63	-0.62	0.48
KBTBD12	-0.61	0.19	-0.67	0.17	-2.38	0.94
KBTBD13	-0.25	0.54	-0.27	0.5	-0.91	0.59
KBTBD2	0.47	0.74	-0.83	0.1	-0.25	0.35
KBTBD3	-0.67	0.16	-0.73	0.14	-0.04	0.28
KBTBD4	-0.63	0.18	-0.68	0.16	0.09	0.24
KBTBD6	0.31	0.71	0.04	0.65	-0.95	0.6
KBTBD7	0.35	0.72	0.08	0.66	-0.91	0.59
KBTBD8	-0.67	0.16	-0.72	0.14	0.33	0.19
KCMF1	-0.41	0.36	-0.44	0.33	1.74	0.03
KCNA1	-0.81	0.1	0.16	0.67	1.15	0.07
KCNA10	0.55	0.76	0.3	0.7	-0.51	0.44
KCNA2	-0.72	0.14	-0.78	0.12	0.59	0.14
KCNA3	-0.75	0.12	-0.82	0.11	0.2	0.22
KCNA4	-1	0.06	-1.09	0.05	-1.31	0.72
KCNA5	-0.88	0.08	-0.96	0.07	-0.86	0.57
KCNA6	-0.78	0.11	-0.84	0.1	-1.23	0.69
KCNA7	0.64	0.78	0.39	0.73	-0.77	0.53
KCNAB1	-0.51	0.27	-0.55	0.24	-1.65	0.82
KCNAB2	-0.39	0.38	0.61	0.8	-0.18	0.32
KCNAB3	-0.42	0.35	-0.46	0.32	0.47	0.16
KCNB1	-1.04	0.05	-0.08	0.64	-1.24	0.7
KCNB2	1.15	0.91	-0.39	0.38	-2.45	0.94
KCNC1	-0.69	0.15	-0.75	0.13	1.67	0.03
KCNC2	0.32	0.71	1.1	0.89	0.86	0.1
KCNC3	-0.79	0.11	0.19	0.68	-0.18	0.32
KCNC4	-0.99	0.06	-1.07	0.05	0.31	0.19
KCND1	-0.55	0.23	0.44	0.74	-0.82	0.55
KCND2	-0.83	0.1	-0.9	0.08	-2	0.89
KCND3	0.31	0.71	0.04	0.65	0	0.27
KCNE1	-0.28	0.5	-0.31	0.46	-1.77	0.84
KCNE1L	-0.14	0.64	-0.16	0.6	-0.04	0.28
KCNE2	-0.24	0.55	-0.26	0.51	-2.91	0.97
KCNE3	-0.18	0.61	0.84	0.87	-0.59	0.46
KCNF1	1.79	0.94	2.39	0.97	-0.2	0.33
KCNG1	0.56	0.76	0.31	0.71	0.16	0.23
KCNG2	-0.36	0.42	-0.39	0.38	-0.01	0.27
KCNG3	-0.42	0.35	-0.46	0.32	1.37	0.05
KCNG4	-0.83	0.1	1.19	0.89	-0.74	0.52
KCNH1	-1.29	0.03	-0.36	0.41	-0.2	0.33
KCNH2	-0.15	0.63	-0.46	0.32	0.08	0.24
KCNH3	0.94	0.87	-0.61	0.2	-0.28	0.35
KCNH4	-0.08	0.67	-1.43	0.02	0.14	0.23
KCNH5	0.04	0.69	-0.25	0.52	0.23	0.21
KCNH6	3.67	0.99	0.71	0.83	-0.34	0.37
KCNH7	2.22	0.97	-0.57	0.22	0.6	0.14
KCNH8	-1.43	0.02	-0.5	0.28	-1	0.62
KCNIP1	-0.32	0.46	-0.34	0.42	0.31	0.19
KCNIP2	-0.24	0.55	-0.27	0.5	1.65	0.04
KCNIP3	-0.43	0.34	-0.47	0.3	0.13	0.23
KCNIP4	-0.36	0.41	-0.39	0.37	0.98	0.09
KCNJ1	-0.48	0.29	-0.52	0.26	-1.8	0.85
KCNJ10	-0.55	0.24	-0.59	0.21	-0.91	0.59
KCNJ11	0.68	0.8	0.44	0.74	-0.11	0.3
KCNJ13	-0.36	0.41	-0.39	0.37	0.75	0.12
KCNJ14	-0.41	0.36	-0.45	0.32	-0.61	0.47
KCNJ15	0.67	0.79	-0.62	0.19	-2.71	0.96
KCNJ16	0.67	0.79	-0.62	0.19	-4.8	1
KCNJ2	0.58	0.77	0.33	0.71	-3.42	0.99
KCNJ3	-0.6	0.2	0.39	0.73	1.78	0.03
KCNJ4	-0.84	0.1	1.18	0.89	0.04	0.26
KCNJ5	-0.64	0.17	-0.69	0.15	-1.47	0.77
KCNJ6	-0.55	0.23	1.49	0.93	-1.23	0.7
KCNJ8	-0.52	0.26	-0.57	0.23	-1.5	0.78
KCNJ9	-0.39	0.39	0.62	0.81	1.03	0.09
KCNK1	-0.54	0.24	-0.59	0.21	-0.7	0.51
KCNK10	1.62	0.93	0.12	0.66	-0.05	0.28
KCNK12	-0.24	0.55	-0.26	0.51	1.7	0.03
KCNK13	0.79	0.83	1.6	0.94	-0.71	0.51
KCNK15	-0.26	0.53	-0.28	0.49	0.45	0.17
KCNK16	-0.41	0.36	-0.45	0.32	0.36	0.18
KCNK17	-0.38	0.39	0.63	0.81	-0.22	0.33
KCNK18	-0.57	0.22	-0.62	0.19	-2.56	0.95
KCNK2	-0.51	0.27	-0.55	0.24	0.06	0.25
KCNK3	-0.32	0.46	-0.35	0.41	1.56	0.04
KCNK4	-0.14	0.64	0.89	0.87	-0.58	0.46
KCNK5	-0.77	0.12	0.21	0.68	-0.89	0.58
KCNK6	-0.49	0.29	1.56	0.93	-1.12	0.66
KCNK7	-0.34	0.43	-0.37	0.39	-2.02	0.89
KCNK9	-0.7	0.14	-0.76	0.13	-0.76	0.53
KCNMA1	3.28	0.99	1.33	0.91	1.16	0.07
KCNMB1	0.89	0.86	0.66	0.82	-0.32	0.37
KCNMB2	-0.36	0.42	0.66	0.82	-0.24	0.34
KCNMB3	-0.25	0.54	-0.27	0.5	-1.86	0.86
KCNMB4	-0.3	0.49	-0.32	0.44	2.13	0.02
KCNN1	-0.65	0.17	-0.71	0.15	-1.27	0.71
KCNN2	-0.77	0.12	-0.84	0.1	1.07	0.08
KCNN3	-1.03	0.06	-1.12	0.05	0.74	0.12
KCNN4	-0.45	0.32	-0.49	0.28	-0.22	0.33
KCNQ1	0.34	0.72	0.07	0.66	-0.79	0.54
KCNQ2	0.19	0.7	0.95	0.88	-1.57	0.8
KCNQ3	-1	0.06	-1.08	0.05	-0.61	0.47
KCNQ4	0.54	0.76	1.33	0.91	0.51	0.15
KCNQ5	0.03	0.69	1.83	0.96	0.54	0.15
KCNRG	-0.27	0.51	-0.29	0.47	0.91	0.1
KCNS1	-0.41	0.36	0.6	0.8	0.21	0.21
KCNS2	-0.7	0.14	-0.76	0.13	0.08	0.24
KCNS3	1.71	0.94	1.26	0.9	-1.86	0.86
KCNT1	-0.45	0.32	-0.78	0.12	-1.03	0.63
KCNT2	-1.21	0.03	-1.31	0.03	-0.17	0.32
KCNU1	1.26	0.91	-0.26	0.51	-1.42	0.75
KCNV1	-0.67	0.16	-0.73	0.14	0.59	0.14
KCNV2	2.62	0.98	3	0.99	-0.01	0.27
KCTD1	-0.33	0.45	0.69	0.83	0.4	0.18
KCTD10	-0.53	0.25	-0.57	0.22	-0.4	0.4
KCTD11	-0.32	0.46	-0.34	0.42	-1.45	0.76
KCTD12	0.81	0.84	0.58	0.79	1.35	0.06
KCTD13	-0.52	0.26	-0.57	0.23	0.7	0.13
KCTD14	-0.39	0.38	-0.43	0.34	-1.94	0.88
KCTD15	-0.32	0.46	-0.35	0.41	-0.59	0.46
KCTD16	-0.67	0.16	0.31	0.71	-0.42	0.4
KCTD17	0.95	0.88	1.77	0.95	0.7	0.13
KCTD18	-0.54	0.24	-0.59	0.21	-1.77	0.84
KCTD19	-1.15	0.04	-1.24	0.03	-0.02	0.27
KCTD2	-0.28	0.5	-0.31	0.46	-0.61	0.47
KCTD20	-0.46	0.31	-0.5	0.28	-0.53	0.44
KCTD21	-0.47	0.3	-0.51	0.27	-0.44	0.41
KCTD3	0.44	0.74	0.19	0.68	-3.21	0.98
KCTD4	-0.43	0.34	-0.47	0.31	1.04	0.08
KCTD5	-0.2	0.59	-0.22	0.54	-0.57	0.46
KCTD6	-0.27	0.51	-0.29	0.47	-0.15	0.31
KCTD7	-0.59	0.2	-0.64	0.18	-0.56	0.45
KCTD8	-0.47	0.3	-0.52	0.27	0.41	0.18
KCTD9	-0.46	0.31	-0.5	0.28	0.83	0.11
KDELC1	-0.57	0.22	0.43	0.74	-1.46	0.77
KDELC2	-0.51	0.26	-0.56	0.23	-0.45	0.41
KDELR1	-0.24	0.55	-0.26	0.51	-1.07	0.64
KDELR2	-0.32	0.46	-0.34	0.42	0.23	0.21
KDELR3	-0.36	0.41	-0.39	0.37	-0.87	0.57
KDM1A	0.43	0.73	1.21	0.9	-0.05	0.28
KDM1B	0.44	0.74	0.18	0.67	-2.31	0.93
KDM2A	-1.41	0.02	-0.48	0.3	1.26	0.06
KDM2B	2.12	0.97	3.5	0.99	0.03	0.26
KDM3A	-0.51	0.27	-1.89	0.01	-0.15	0.31
KDM3B	1.64	0.93	-0.15	0.6	1.5	0.05
KDM4A	-1.18	0.04	-1.28	0.03	-1	0.62
KDM4B	0.98	0.88	-0.57	0.22	-2.39	0.94
KDM4C	1.15	0.91	-0.39	0.38	-1.01	0.62
KDM4D	-0.74	0.13	-0.8	0.11	-2.56	0.95
KDM4E	-0.44	0.33	0.56	0.78	-1.09	0.65
KDM5A	-2.13	0.01	-2.31	0.01	-0.05	0.29
KDM5B	0.85	0.85	-1.75	0.01	-1.28	0.71
KDM5C	-0.09	0.67	-0.39	0.38	0.75	0.12
KDM6A	0.21	0.7	-0.07	0.64	3.49	0
KDM6B	-1.08	0.05	-0.42	0.35	0.04	0.26
KDM7A	-0.97	0.07	-0.01	0.64	0.64	0.13
KDM8	-0.65	0.17	-0.7	0.15	-3.18	0.98
KDR	-0.44	0.33	-1.81	0.01	-1.06	0.64
